road_user_id,road_user_type,hostname,occurrence,frame_number,section_id,event_coordinate,event_type,direction_vector,video_name,OTCamera,Date,Time
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1,car,otcamera29,2023-09-07 17:00:00.000000,1,,"[345.87327575683594, 25.222900390625]",enter-scene,"[0.01068115234375, -0.04514312744140625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#10,pedestrian,otcamera29,2023-09-07 17:00:01.899772,39,,"[479.942626953125, 526.536376953125]",enter-scene,"[-31.47149658203125, -10.444091796875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#100,bicyclist,otcamera29,2023-09-07 17:00:46.594408,933,,"[293.13829040527344, 0.0]",enter-scene,"[-1.008056640625, 0.0]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1001,pedestrian,otcamera29,2023-09-07 17:09:05.184570,10906,,"[174.45559692382812, 11.946626663208008]",enter-scene,"[-1.1286468505859375, 0.027746200561523438]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1003,pedestrian,otcamera29,2023-09-07 17:09:07.184330,10946,,"[157.5412139892578, 8.357963562011719]",enter-scene,"[-0.8223800659179688, 6.338022232055664]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1005,bus,otcamera29,2023-09-07 17:09:09.634036,10995,,"[705.6647338867188, 205.3115234375]",enter-scene,"[-35.06756591796875, -65.18670654296875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1006,motorcyclist,otcamera29,2023-09-07 17:09:10.233964,11007,,"[245.40780639648438, 96.79651641845703]",enter-scene,"[0.06505584716796875, 0.172607421875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#101,pedestrian,otcamera29,2023-09-07 17:00:47.694276,955,,"[273.3197784423828, 0.10721015930175781]",enter-scene,"[-1.01220703125, -0.016094207763671875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1012,truck,otcamera29,2023-09-07 17:09:11.833772,11039,,"[529.9266357421875, 0.0]",enter-scene,"[-14.103424072265625, 0.0]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1013,bus,otcamera29,2023-09-07 17:09:12.033748,11043,,"[251.9183349609375, 0.072357177734375]",enter-scene,"[-2.8364715576171875, -0.072357177734375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1014,pedestrian,otcamera29,2023-09-07 17:09:12.633676,11055,,"[166.05294799804688, 9.010417938232422]",enter-scene,"[2.762481689453125, -0.5892562866210938]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1015,car,otcamera29,2023-09-07 17:09:12.683670,11056,,"[387.0382080078125, 26.019699096679688]",enter-scene,"[-4.3238372802734375, -0.11351776123046875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1016,car,otcamera29,2023-09-07 17:09:17.733064,11157,,"[170.13939666748047, 39.34501647949219]",enter-scene,"[-0.41481781005859375, -0.008392333984375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1017,car,otcamera29,2023-09-07 17:09:17.933040,11161,,"[760.3416748046875, 208.23484802246094]",enter-scene,"[0.494384765625, -3.5119476318359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#102,pedestrian,otcamera29,2023-09-07 17:00:49.144102,984,,"[241.9605712890625, 0.030384063720703125]",enter-scene,"[-0.128814697265625, -0.030384063720703125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1021,pedestrian,otcamera29,2023-09-07 17:09:21.982554,11242,,"[630.7174987792969, 546.5161437988281]",enter-scene,"[-19.114227294921875, -12.58428955078125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1022,pedestrian,otcamera29,2023-09-07 17:09:22.482494,11252,,"[524.8697204589844, 456.3132019042969]",enter-scene,"[-0.34649658203125, -10.0509033203125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1025,car,otcamera29,2023-09-07 17:09:25.082182,11304,,"[695.6346435546875, 335.06475830078125]",enter-scene,"[-32.135498046875, -24.145217895507812]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1026,pedestrian,otcamera29,2023-09-07 17:09:26.532008,11333,,"[162.28472900390625, 0.05679893493652344]",enter-scene,"[-0.32558441162109375, 0.03791236877441406]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1027,pedestrian,otcamera29,2023-09-07 17:09:26.931960,11341,,"[607.6683654785156, 554.41259765625]",enter-scene,"[-22.3431396484375, -13.222412109375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1032,pedestrian,otcamera29,2023-09-07 17:09:29.181690,11386,,"[450.0537109375, 461.4275817871094]",enter-scene,"[9.9837646484375, 4.8505859375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1035,car,otcamera29,2023-09-07 17:09:41.980154,11642,,"[684.1950988769531, 328.8218536376953]",enter-scene,"[-39.142120361328125, -29.92132568359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1038,car,otcamera29,2023-09-07 17:09:50.929080,11821,,"[196.5721435546875, 0.015442848205566406]",enter-scene,"[0.12473297119140625, 0.005807399749755859]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1039,pedestrian,otcamera29,2023-09-07 17:09:51.429020,11831,,"[144.01138305664062, 0.13215255737304688]",enter-scene,"[2.335601806640625, 1.0164375305175781]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#104,pedestrian,otcamera29,2023-09-07 17:00:51.693796,1035,,"[407.4688720703125, 546.311279296875]",enter-scene,"[-9.74920654296875, -11.4398193359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1040,bicyclist,otcamera29,2023-09-07 17:09:51.828972,11839,,"[160.24139404296875, 2.521343231201172]",enter-scene,"[5.161468505859375, 8.306421279907227]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1041,bicyclist,otcamera29,2023-09-07 17:09:52.678870,11856,,"[180.2313232421875, 31.151504516601562]",enter-scene,"[-0.135345458984375, 2.6938037872314453]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1042,car,otcamera29,2023-09-07 17:09:53.028828,11863,,"[204.61296844482422, 0.034363746643066406]",enter-scene,"[1.0984268188476562, -0.034363746643066406]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1043,bicyclist,otcamera29,2023-09-07 17:09:53.928720,11881,,"[160.0517578125, 0.0]",enter-scene,"[-0.2125701904296875, 0.0]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1045,motorcyclist,otcamera29,2023-09-07 17:09:55.428540,11911,,"[245.19738006591797, 94.791259765625]",enter-scene,"[0.14301300048828125, 1.7878799438476562]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#105,pedestrian,otcamera29,2023-09-07 17:00:54.093508,1083,,"[189.4158172607422, 15.545547485351562]",enter-scene,"[-0.8602218627929688, -3.697420120239258]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1053,motorcyclist,otcamera29,2023-09-07 17:09:59.128096,11985,,"[229.72259521484375, 52.9616813659668]",enter-scene,"[11.936676025390625, -1.2238616943359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1057,pedestrian,otcamera29,2023-09-07 17:09:59.678030,11996,,"[417.6172332763672, 532.82861328125]",enter-scene,"[-19.475387573242188, -6.334716796875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1059,pedestrian,otcamera29,2023-09-07 17:09:59.928000,12001,,"[471.4997253417969, 477.92718505859375]",enter-scene,"[0.532257080078125, -22.775344848632812]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#106,pedestrian,otcamera29,2023-09-07 17:00:55.443346,1110,,"[199.05815887451172, 31.204252243041992]",enter-scene,"[-0.6216278076171875, -0.5540599822998047]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1060,pedestrian,otcamera29,2023-09-07 17:10:00.027988,12003,,"[264.11949157714844, 57.459716796875]",enter-scene,"[2.2566070556640625, -0.9325981140136719]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1063,pedestrian,otcamera29,2023-09-07 17:10:01.527808,12033,,"[320.1080627441406, 318.1344451904297]",enter-scene,"[-3.9842529296875, -8.532394409179688]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1064,pedestrian,otcamera29,2023-09-07 17:10:02.327712,12049,,"[411.4303436279297, 70.49429702758789]",enter-scene,"[3.3312835693359375, 0.15566253662109375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1065,pedestrian,otcamera29,2023-09-07 17:10:02.327712,12049,,"[164.06937408447266, 26.36688995361328]",enter-scene,"[0.8782882690429688, 0.4462890625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1068,pedestrian,otcamera29,2023-09-07 17:10:07.577082,12154,,"[468.14019775390625, 551.4399719238281]",enter-scene,"[-4.5174560546875, -8.642974853515625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1069,pedestrian,otcamera29,2023-09-07 17:10:07.927040,12161,,"[198.03607177734375, 102.56351089477539]",enter-scene,"[-0.792144775390625, -0.4266853332519531]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#107,pedestrian,otcamera29,2023-09-07 17:00:55.443346,1110,,"[192.44158172607422, 14.642257690429688]",enter-scene,"[-0.40883636474609375, 1.04937744140625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1070,bicyclist,otcamera29,2023-09-07 17:10:08.127016,12165,,"[160.16028594970703, 0.10770606994628906]",enter-scene,"[0.21642303466796875, 0.00720977783203125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1071,car,otcamera29,2023-09-07 17:10:09.726824,12197,,"[761.2674255371094, 210.4323272705078]",enter-scene,"[0.0555419921875, 2.0502777099609375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1073,bus,otcamera29,2023-09-07 17:10:10.076782,12204,,"[182.55084228515625, 0.003258228302001953]",enter-scene,"[1.6370010375976562, 0.06907320022583008]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1074,bicyclist,otcamera29,2023-09-07 17:10:10.226764,12207,,"[512.00048828125, 101.90735626220703]",enter-scene,"[-15.418975830078125, -3.4929046630859375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1077,pedestrian,otcamera29,2023-09-07 17:10:10.576722,12214,,"[184.12107849121094, 67.47845458984375]",enter-scene,"[0.5659332275390625, -0.172149658203125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1078,pedestrian,otcamera29,2023-09-07 17:10:11.376626,12230,,"[185.79943084716797, 59.15823173522949]",enter-scene,"[-0.02986907958984375, 0.19261932373046875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1079,pedestrian,otcamera29,2023-09-07 17:10:11.826572,12239,,"[169.31914520263672, 113.03738021850586]",enter-scene,"[0.06752777099609375, -3.0840377807617188]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1080,bicyclist,otcamera29,2023-09-07 17:10:11.826572,12239,,"[150.2590103149414, 0.01226043701171875]",enter-scene,"[-0.05121612548828125, -0.01226043701171875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1081,bicyclist,otcamera29,2023-09-07 17:10:11.926560,12241,,"[346.6970977783203, 25.88256072998047]",enter-scene,"[0.243988037109375, 0.46770477294921875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1082,car,otcamera29,2023-09-07 17:10:14.076302,12284,,"[202.5831298828125, 0.127899169921875]",enter-scene,"[0.8817138671875, 0.012730598449707031]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1083,pedestrian,otcamera29,2023-09-07 17:10:14.076302,12284,,"[245.35739135742188, 96.86585235595703]",enter-scene,"[0.5241928100585938, -0.12125396728515625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1084,motorcyclist,otcamera29,2023-09-07 17:10:14.676230,12296,,"[142.29763793945312, 0.022123336791992188]",enter-scene,"[0.2818450927734375, -0.016679763793945312]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1085,pedestrian,otcamera29,2023-09-07 17:10:15.276158,12308,,"[176.11099243164062, 0.8136444091796875]",enter-scene,"[-0.08254241943359375, -0.07245254516601562]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1087,bicyclist,otcamera29,2023-09-07 17:10:16.426020,12331,,"[175.61524200439453, 38.42655944824219]",enter-scene,"[-0.44849395751953125, -1.0053234100341797]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1088,car,otcamera29,2023-09-07 17:10:17.075942,12344,,"[190.87340545654297, 0.07936859130859375]",enter-scene,"[0.28089141845703125, -0.0005283355712890625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1090,car,otcamera29,2023-09-07 17:10:17.375906,12350,,"[345.90728759765625, 24.665132522583008]",enter-scene,"[0.1002349853515625, 0.011945724487304688]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1091,bicyclist,otcamera29,2023-09-07 17:10:17.975834,12362,,"[272.53424072265625, 0.12073898315429688]",enter-scene,"[1.83551025390625, 0.0046977996826171875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1092,delivery_van,otcamera29,2023-09-07 17:10:18.075822,12364,,"[467.36680603027344, 41.49064254760742]",enter-scene,"[0.4288787841796875, -0.14266586303710938]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1094,pedestrian,otcamera29,2023-09-07 17:10:18.375786,12370,,"[157.10787200927734, 4.456748962402344]",enter-scene,"[0.20639801025390625, 1.1211318969726562]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1095,pedestrian,otcamera29,2023-09-07 17:10:18.625756,12375,,"[215.8311767578125, 68.62060546875]",enter-scene,"[8.379608154296875, -9.268936157226562]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1097,pedestrian,otcamera29,2023-09-07 17:10:19.825612,12399,,"[283.7926788330078, 454.1531066894531]",enter-scene,"[1.3681793212890625, 7.2873382568359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1098,pedestrian,otcamera29,2023-09-07 17:10:20.075582,12404,,"[543.399169921875, 410.18487548828125]",enter-scene,"[-30.88885498046875, -26.375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1099,delivery_van,otcamera29,2023-09-07 17:10:20.225564,12407,,"[454.8227844238281, 31.909255981445312]",enter-scene,"[-1.153411865234375, -0.22430419921875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1102,car,otcamera29,2023-09-07 17:10:20.875486,12420,,"[199.2135772705078, 0.05955696105957031]",enter-scene,"[1.1256256103515625, 0.02386331558227539]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1104,pedestrian,otcamera29,2023-09-07 17:10:21.075462,12424,,"[425.68206787109375, 495.7224426269531]",enter-scene,"[-3.44140625, -44.45953369140625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1105,motorcyclist,otcamera29,2023-09-07 17:10:21.725384,12437,,"[245.48670959472656, 93.60008239746094]",enter-scene,"[0.13829803466796875, 0.22164154052734375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1106,car,otcamera29,2023-09-07 17:10:23.075222,12464,,"[169.94184112548828, 0.46249961853027344]",enter-scene,"[-1.2093048095703125, -0.022424697875976562]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1109,pedestrian,otcamera29,2023-09-07 17:10:24.525048,12493,,"[168.09654235839844, 6.702812194824219]",enter-scene,"[-0.7406692504882812, -4.925079345703125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#111,pedestrian,otcamera29,2023-09-07 17:00:59.592848,1193,,"[483.31129455566406, 534.7308349609375]",enter-scene,"[-27.930435180664062, -14.530609130859375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1110,pedestrian,otcamera29,2023-09-07 17:10:24.925000,12501,,"[199.0184326171875, 0.010484695434570312]",enter-scene,"[-1.4307022094726562, 0.04085254669189453]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1112,car,otcamera29,2023-09-07 17:10:26.574802,12534,,"[142.04692840576172, 0.020395278930664062]",enter-scene,"[0.24614715576171875, -0.018215179443359375]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1113,car,otcamera29,2023-09-07 17:10:26.824772,12539,,"[666.9517822265625, 323.74554443359375]",enter-scene,"[33.280181884765625, 42.91619873046875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1115,car,otcamera29,2023-09-07 17:10:27.824652,12559,,"[201.46337890625, 0.029308795928955078]",enter-scene,"[0.549835205078125, -0.020415306091308594]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1117,pedestrian,otcamera29,2023-09-07 17:10:27.874646,12560,,"[160.07083129882812, 0.0]",enter-scene,"[1.1782608032226562, 0.08163833618164062]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1118,pedestrian,otcamera29,2023-09-07 17:10:27.924640,12561,,"[150.0765151977539, 0.14825439453125]",enter-scene,"[0.077789306640625, -0.00223541259765625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1119,pedestrian,otcamera29,2023-09-07 17:10:28.374586,12570,,"[179.83935546875, 0.15290451049804688]",enter-scene,"[0.5591354370117188, -0.13739013671875]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1123,car,otcamera29,2023-09-07 17:10:30.274358,12608,,"[194.1944580078125, 0.06669783592224121]",enter-scene,"[-1.056884765625, 0.023511171340942383]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1124,car,otcamera29,2023-09-07 17:10:31.574202,12634,,"[143.75186157226562, 0.0]",enter-scene,"[-0.43277740478515625, 0.0]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1125,pedestrian,otcamera29,2023-09-07 17:10:32.474094,12652,,"[204.66571044921875, 95.47111511230469]",enter-scene,"[-0.2938232421875, -0.3589630126953125]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1126,car,otcamera29,2023-09-07 17:10:32.624076,12655,,"[197.3483428955078, 0.018762588500976562]",enter-scene,"[-0.07952880859375, 0.04752063751220703]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1128,car,otcamera29,2023-09-07 17:10:35.623716,12715,,"[196.68267822265625, 0.2509779930114746]",enter-scene,"[0.6946487426757812, -0.07568597793579102]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1131,bicyclist,otcamera29,2023-09-07 17:10:36.323632,12729,,"[177.38793182373047, 0.0]",enter-scene,"[-0.30248260498046875, 0.04502296447753906]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1132,pedestrian,otcamera29,2023-09-07 17:10:37.073542,12744,,"[183.28003692626953, 12.501750946044922]",enter-scene,"[-1.6099014282226562, -1.8787422180175781]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
d7261a84-9115-4d26-a22c-8c99b0b81c0d#6#1133,pedestrian,otcamera29,2023-09-07 17:10:38.323392,12769,,"[245.85919189453125, 94.69224548339844]",enter-scene,"[0.5836715698242188, 0.88140869140625]",otcamera29_FR20_2023-09-07_17-00-00_Nord.mp4,otcamera29,2023-09-07,17-00-00
